Channel,Energy (keV),CTS,Net CR,
188,51.9577,208,0.330972222,0.024082308
189,52.2342,249,0.399583333,0.026340233
190,52.5107,239,0.384722222,0.0258027
191,52.7872,259,0.417777778,0.026858396
192,53.0637,198,0.318472222,0.023486189
193,53.3402,255,0.409861111,0.026654005
194,53.6167,197,0.311527778,0.023442618
195,53.8932,259,0.418055556,0.026857678
196,54.1697,221,0.352916667,0.024819954
197,54.4462,225,0.36,0.025041632
198,54.7227,217,0.346805556,0.024593532
199,54.9992,239,0.382916667,0.025807559
200,55.2757,213,0.338055556,0.024372527
201,55.5522,214,0.343472222,0.024418784
202,55.8287,199,0.318055556,0.023551395
203,56.1052,245,0.392916667,0.026128466
204,56.3817,216,0.344861111,0.02453778
205,56.6582,242,0.391111111,0.025959964
206,56.9347,225,0.361666667,0.02503701
207,57.2112,208,0.331666667,0.024080305
208,57.4877,220,0.354166667,0.024755751
209,57.7642,215,0.343194444,0.024481112
210,58.0407,239,0.383333333,0.025806438
211,58.3172,216,0.344444444,0.024538959
212,58.5937,233,0.374305556,0.025478825
213,58.8702,224,0.35875,0.024984949
214,59.1467,180,0.288472222,0.022396452
215,59.4232,233,0.372916667,0.02548261
216,59.6997,233,0.374027778,0.025479582
217,59.9762,246,0.394027778,0.026183042
218,60.2527,211,0.33375,0.02426107
219,60.5292,223,0.359027778,0.024923881
220,60.8057,213,0.3375,0.02437411
221,61.0822,257,0.414861111,0.026753692
222,61.3587,227,0.3625,0.025154614
223,61.6352,199,0.314305556,0.02356245
224,61.9117,230,0.366805556,0.025321619
225,62.1882,205,0.325833333,0.023909068
226,62.4647,241,0.385555556,0.02591683
227,62.7412,209,0.334583333,0.024134317
228,63.0177,223,0.355277778,0.024934327
229,63.2942,246,0.394305556,0.026182305
230,63.5707,214,0.340972222,0.024425893
231,63.8472,210,0.334166667,0.024197777
232,64.1237,224,0.356805556,0.024990353
233,64.4002,202,0.321388889,0.023732531
234,64.6767,229,0.364861111,0.025267473
235,64.9532,222,0.353611111,0.024878563
236,65.2297,242,0.385,0.025976307
237,65.5062,225,0.358611111,0.025045483
238,65.7827,206,0.328055556,0.023965478
239,66.0592,258,0.413055556,0.026814549
240,66.3357,228,0.363333333,0.025212064
241,66.6122,229,0.362361111,0.025274343
242,66.8887,232,0.366805556,0.025440183
243,67.1652,194,0.30625,0.023265029
244,67.4417,216,0.339861111,0.024551926
245,67.7182,231,0.365416667,0.025384771
246,67.9947,215,0.34125,0.024486627
247,68.2712,240,0.383888889,0.025863185
248,68.5477,233,0.370555556,0.025489044
249,68.8242,212,0.336666667,0.024314681
250,69.1007,223,0.351805556,0.024943996
251,69.3772,221,0.349166667,0.024830444
252,69.6537,223,0.352916667,0.024940902
253,69.9302,234,0.371666667,0.025544986
254,70.2067,235,0.371805556,0.025603442
255,70.4832,237,0.376388889,0.02570833
256,70.7597,274,0.432361111,0.027649356
257,71.0362,223,0.350694444,0.024947089
258,71.3127,217,0.337222222,0.024620578
259,71.5892,243,0.379305556,0.026049351
260,71.8657,237,0.370416667,0.025724457
261,72.1422,240,0.372222222,0.025894492
262,72.4187,264,0.413055556,0.027149137
263,72.6952,247,0.383472222,0.026268365
264,72.9717,244,0.378611111,0.026108895
265,73.2482,256,0.397638889,0.026742153
266,73.5247,248,0.377222222,0.026342064
267,73.8012,247,0.375277778,0.026290019
268,74.0777,285,0.441527778,0.028219064
269,74.3542,275,0.422777778,0.027727733
270,74.6307,267,0.406666667,0.027331131
271,74.9072,263,0.404305556,0.027116077
272,75.1837,233,0.361805556,0.025512872
273,75.4602,253,0.390416667,0.026591691
274,75.7367,232,0.362361111,0.025452313
275,76.0132,246,0.386805556,0.02620219
276,76.2897,241,0.38125,0.025928365
277,76.5662,221,0.345833333,0.024839764
278,76.8427,219,0.343333333,0.024725343
279,77.1192,204,0.318333333,0.023867885
280,77.3957,225,0.357638889,0.025048179
281,77.6722,211,0.331666667,0.024267033
282,77.9487,226,0.359027778,0.025104335
283,78.2252,214,0.336944444,0.024437341
284,78.5017,227,0.358333333,0.025166115
285,78.7782,219,0.344166667,0.024723002
286,79.0547,193,0.304722222,0.023204838
287,79.3312,218,0.346111111,0.024656592
288,79.6077,195,0.306944444,0.023327546
289,79.8842,214,0.3325,0.024449968
290,80.1607,226,0.359027778,0.025104335
291,80.4372,215,0.339861111,0.024490566
292,80.7137,227,0.357361111,0.025168797
293,80.9902,228,0.358333333,0.025225832
294,81.2667,219,0.344861111,0.024721052
295,81.5432,214,0.339027778,0.02443142
296,81.8197,225,0.355416667,0.025054339
297,82.0962,215,0.336944444,0.024498835
298,82.3727,233,0.364444444,0.025505688
299,82.6492,225,0.355833333,0.025053184
300,82.9257,234,0.36625,0.025559707
301,83.2022,255,0.399861111,0.026680046
302,83.4787,263,0.412361111,0.027095439
303,83.7552,267,0.41625,0.027306771
304,84.0317,261,0.404305556,0.027004872
305,84.3082,240,0.365555556,0.025912364
306,84.5847,268,0.414583333,0.027366046
307,84.8612,240,0.370972222,0.025897844
308,85.1377,224,0.341527778,0.025032772
309,85.4142,217,0.335972222,0.024624103
310,85.6907,242,0.377638889,0.025995978
311,85.9672,214,0.329166667,0.024459434
312,86.2437,243,0.380833333,0.026045278
313,86.5202,198,0.302361111,0.023533779
314,86.7967,221,0.340972222,0.024853351
315,87.0732,238,0.372222222,0.025778017
316,87.3497,228,0.356944444,0.025229655
317,87.6262,201,0.310694444,0.023700403
318,87.9027,192,0.294861111,0.023169481
319,88.1792,218,0.340833333,0.024671452
320,88.4557,220,0.342777778,0.024787679
321,88.7322,237,0.372083333,0.025719957
322,89.0087,203,0.313333333,0.023819343
323,89.2852,222,0.348194444,0.024893678
324,89.5617,205,0.319444444,0.023927617
325,89.8382,212,0.330833333,0.024331336
326,90.1147,231,0.360416667,0.025398445
327,90.3912,239,0.376111111,0.025825865
328,90.6677,222,0.344027778,0.024905299
329,90.9442,227,0.359166667,0.025163815
330,91.2207,227,0.352777778,0.02518144
331,91.4972,244,0.384444444,0.026093375
332,91.7737,258,0.405416667,0.026834325
333,92.0502,254,0.397361111,0.026630111
334,92.3267,291,0.461388889,0.028488816
335,92.6032,246,0.387361111,0.026200718
336,92.8797,281,0.443888889,0.027999118
337,93.1562,273,0.430277778,0.027600126
338,93.4327,259,0.410416667,0.026877422
339,93.7092,257,0.40125,0.026788999
340,93.9857,228,0.3575,0.025228126
341,94.2622,184,0.284583333,0.022675499
342,94.5387,224,0.353194444,0.025000386
343,94.8152,236,0.369166667,0.025669282
344,95.0917,213,0.330972222,0.024392701
345,95.3682,214,0.334027778,0.024445628
346,95.6447,219,0.342777778,0.024726903
347,95.9212,214,0.33625,0.024439314
348,96.1977,212,0.329583333,0.024334903
349,96.4742,223,0.349444444,0.024950568
350,96.7507,212,0.333194444,0.024324596
351,97.0272,216,0.334583333,0.024566849
352,97.3037,234,0.367638889,0.025555933
353,97.5802,247,0.3875,0.026257715
354,97.8567,234,0.368888889,0.025552536
355,98.1332,225,0.350277778,0.025068579
356,98.4097,232,0.365138889,0.025444733
357,98.6862,238,0.374027778,0.025773153
358,98.9627,239,0.376944444,0.025823624
359,99.2392,230,0.360833333,0.025337993
360,99.5157,231,0.3575,0.025406419
361,99.7922,222,0.344861111,0.024902975
362,100.0687,233,0.361388889,0.025514006
363,100.3452,188,0.288333333,0.022928027
364,100.6217,216,0.33875,0.024555068
365,100.8982,248,0.391388889,0.02630469
366,101.1747,194,0.298333333,0.023288648
367,101.4512,207,0.322777778,0.024043428
368,101.7277,212,0.328611111,0.024337677
369,102.0042,213,0.331111111,0.024392306
370,102.2807,211,0.327083333,0.024280145
371,102.5572,217,0.33875,0.024616268
372,102.8337,232,0.361111111,0.025455723
373,103.1102,240,0.378055556,0.025878843
374,103.3867,214,0.330833333,0.024454701
375,103.6632,215,0.335,0.024504346
376,103.9397,215,0.33,0.024518512
377,104.2162,179,0.275277778,0.022370167
378,104.4927,238,0.373333333,0.025775024
379,104.7692,214,0.334583333,0.02444405
380,105.0457,243,0.3775,0.026054164
381,105.3222,205,0.315138889,0.02394011
382,105.5987,201,0.309861111,0.023702845
383,105.8752,209,0.32375,0.024165469
384,106.1517,231,0.358472222,0.025403761
385,106.4282,233,0.365694444,0.025502284
386,106.7047,245,0.38125,0.026159456
387,106.9812,223,0.345277778,0.024962163
388,107.2577,223,0.348333333,0.024953661
389,107.5342,230,0.357222222,0.025347888
390,107.8107,231,0.359722222,0.025400344
391,108.0872,218,0.335138889,0.024687476
392,108.3637,211,0.325138889,0.024285706
393,108.6402,207,0.319861111,0.02405185
394,108.9167,216,0.333888889,0.024568812
395,109.1932,222,0.345,0.024902588
396,109.4697,211,0.325972222,0.024283323
397,109.7462,207,0.318333333,0.024056261
398,110.0227,219,0.338888889,0.024737823
399,110.2992,250,0.391388889,0.026418843
400,110.5757,232,0.363888889,0.025448144
401,110.8522,241,0.375,0.025945099
402,111.1287,237,0.368055556,0.02573083
403,111.4052,253,0.395833333,0.026577542
404,111.6817,242,0.378333333,0.025994123
405,111.9582,225,0.348611111,0.025073195
406,112.2347,232,0.357361111,0.025465951
407,112.5112,218,0.334166667,0.02469021
408,112.7877,231,0.359027778,0.025402242
409,113.0642,251,0.395972222,0.02646371
410,113.3407,234,0.364861111,0.02556348
411,113.6172,237,0.368611111,0.025729331
412,113.8937,226,0.351388889,0.025125457
413,114.1702,249,0.390277778,0.026364755
414,114.4467,191,0.2925,0.023111545
415,114.7232,231,0.36,0.025399584
416,114.9997,234,0.365972222,0.025560461
417,115.2762,223,0.346527778,0.024958685
418,115.5527,226,0.354166667,0.025117778
419,115.8292,228,0.353055556,0.025240357
420,116.1057,239,0.37625,0.025825492
421,116.3822,226,0.351388889,0.025125457
422,116.6587,225,0.347083333,0.025077426
423,116.9352,235,0.366388889,0.02561813
424,117.2117,226,0.350416667,0.025128144
425,117.4882,241,0.375833333,0.025942868
426,117.7647,206,0.314027778,0.024006092
427,118.0412,237,0.368472222,0.025729706
428,118.3177,215,0.3325,0.02451143
429,118.5942,223,0.3475,0.02495598
430,118.8707,201,0.305694444,0.023715049
431,119.1472,231,0.359027778,0.025402242
432,119.4237,228,0.355277778,0.025234242
433,119.7002,243,0.378055556,0.026052683
434,119.9767,232,0.36,0.025458754
435,120.2532,243,0.380555556,0.026046018
436,120.5297,241,0.376388889,0.025941381
437,120.8062,227,0.348611111,0.025192928
438,121.0827,234,0.364305556,0.025564989
439,121.3592,248,0.388055556,0.026313489
440,121.6357,213,0.328194444,0.024400608
441,121.9122,228,0.355138889,0.025234624
442,122.1887,218,0.339583333,0.02467497
443,122.4652,271,0.423472222,0.027508066
444,122.7417,230,0.351527778,0.025363484
445,123.0182,236,0.366527778,0.02567642
446,123.2947,174,0.263472222,0.022068479
447,123.5712,227,0.352638889,0.025181823
448,123.8477,256,0.400138889,0.02673566
449,124.1242,215,0.328333333,0.024523232
450,124.4007,217,0.334027778,0.024629586
451,124.6772,207,0.316944444,0.02406027
452,124.9537,225,0.345,0.025083195
453,125.2302,212,0.326527778,0.024343621
454,125.5067,207,0.322638889,0.024043829
455,125.7832,209,0.322083333,0.024170258
456,126.0597,221,0.341388889,0.024852186
457,126.3362,235,0.365972222,0.025619259
458,126.6127,198,0.304722222,0.02352681
459,126.8892,206,0.319444444,0.023990417
460,127.1657,232,0.363194444,0.025450039
461,127.4422,228,0.351805556,0.025243796
462,127.7187,220,0.341111111,0.024792347
463,127.9952,237,0.3725,0.025718832
464,128.2717,230,0.36,0.025340277
465,128.5482,205,0.318611111,0.023930036
466,128.8247,247,0.384861111,0.026264693
467,129.1012,229,0.35875,0.025284264
468,129.3777,272,0.427083333,0.027553609
469,129.6542,208,0.3175,0.024121126
470,129.9307,207,0.320416667,0.024050246
471,130.2072,247,0.384305556,0.026266162
472,130.4837,232,0.360555556,0.025457238
473,130.7602,216,0.334166667,0.024568027
474,131.0367,227,0.352638889,0.025181823
475,131.3132,233,0.362777778,0.025510225
476,131.5897,216,0.335138889,0.024565279
477,131.8662,213,0.332083333,0.024389537
478,132.1427,224,0.3475,0.025016198
479,132.4192,204,0.318611111,0.023867077
480,132.6957,244,0.380138889,0.026104831
481,132.9722,231,0.36,0.025399584
482,133.2487,251,0.393611111,0.026469905
483,133.5252,213,0.328472222,0.024399817
484,133.8017,210,0.324722222,0.024224866
485,134.0782,225,0.349583333,0.025070502
486,134.3547,232,0.360416667,0.025457617
487,134.6312,214,0.332083333,0.024451151
488,134.9077,221,0.342361111,0.02484947
489,135.1842,231,0.361666667,0.025395027
490,135.4607,224,0.3475,0.025016198
491,135.7372,239,0.373194444,0.025833707
492,136.0137,239,0.374305556,0.02583072
493,136.2902,231,0.359861111,0.025399964
494,136.5667,239,0.374166667,0.025831093
495,136.8432,234,0.36375,0.025566498
496,137.1197,255,0.400138889,0.026679323
497,137.3962,224,0.347222222,0.02501697
498,137.6727,220,0.344166667,0.024783787
499,137.9492,230,0.355416667,0.025352834
500,138.2257,240,0.374444444,0.025888531
501,138.5022,220,0.338888889,0.024798571
502,138.7787,235,0.365,0.025621895
503,139.0552,246,0.385277778,0.026206239
504,139.3317,203,0.31,0.023829059
505,139.6082,263,0.412083333,0.027096151
506,139.8847,204,0.314722222,0.023878389
507,140.1612,244,0.381944444,0.026100027
508,140.4377,255,0.397916667,0.026685106
509,140.7142,243,0.38125,0.026044167
510,140.9907,241,0.374444444,0.025946586
511,141.2672,238,0.3725,0.025777269
512,141.5437,239,0.373055556,0.02583408
513,141.8202,223,0.344583333,0.024964095
514,142.0967,250,0.394027778,0.026411905
515,142.3732,258,0.406805556,0.026830731
516,142.6497,244,0.381388889,0.026101505
517,142.9262,247,0.385277778,0.026263591
518,143.2027,260,0.407638889,0.026940507
519,143.4792,241,0.37625,0.025941753
520,143.7557,253,0.396805556,0.026575002
521,144.0322,257,0.407361111,0.026773153
522,144.3087,256,0.4025,0.026729527
523,144.5852,253,0.398472222,0.026570646
524,144.8617,279,0.439722222,0.027901806
525,145.1382,280,0.442222222,0.027949469
526,145.4147,254,0.399027778,0.026625764
527,145.6912,261,0.409722222,0.026990939
528,145.9677,284,0.453611111,0.028135886
529,146.2442,296,0.466944444,0.028738256
530,146.5207,257,0.404305556,0.026781077
531,146.7972,248,0.386666667,0.026317154
532,147.0737,276,0.436805556,0.027746858
533,147.3502,263,0.412916667,0.027094015
534,147.6267,269,0.423888889,0.027397396
535,147.9032,307,0.488472222,0.029257464
536,148.1797,271,0.429861111,0.027491932
537,148.4562,273,0.428888889,0.027603621
538,148.7327,279,0.440277778,0.027900424
539,149.0092,277,0.439027778,0.02779548
540,149.2857,309,0.491527778,0.029352911
541,149.5622,277,0.436944444,0.027800685
542,149.8387,275,0.435138889,0.027696757
543,150.1152,279,0.439305556,0.027902843
544,150.3917,280,0.445972222,0.02794015
545,150.6682,269,0.423888889,0.027397396
546,150.9447,276,0.437222222,0.027745815
547,151.2212,305,0.484722222,0.02916336
548,151.4977,257,0.402638889,0.026785398
549,151.7742,272,0.43,0.027546257
550,152.0507,289,0.461111111,0.02838367
551,152.3272,280,0.442916667,0.027947744
552,152.6037,259,0.407777778,0.02688424
553,152.8802,286,0.454166667,0.028241272
554,153.1567,277,0.435277778,0.027804848
555,153.4332,279,0.438472222,0.027904917
556,153.7097,270,0.427361111,0.027443474
557,153.9862,294,0.469583333,0.028626951
558,154.2627,281,0.446666667,0.027992228
559,154.5392,289,0.457916667,0.028391484
560,154.8157,259,0.406527778,0.026887468
561,155.0922,301,0.480694444,0.02896591
562,155.3687,267,0.424027778,0.027286984
563,155.6452,291,0.460833333,0.02849017
564,155.9217,293,0.468333333,0.02857738
565,156.1982,285,0.454027778,0.028188286
566,156.4747,275,0.434861111,0.027697453
567,156.7512,325,0.517916667,0.030101103
568,157.0277,360,0.580138889,0.031666362
569,157.3042,434,0.700416667,0.034766916
570,157.5807,465,0.752777778,0.035982678
571,157.8572,461,0.747222222,0.035825796
572,158.1337,482,0.782777778,0.036629822
573,158.4102,456,0.737777778,0.035633595
574,158.6867,411,0.66125,0.033837336
575,158.9632,433,0.698055556,0.034728333
576,159.2397,361,0.578194444,0.031718099
577,159.5162,303,0.484583333,0.029060322
578,159.7927,304,0.482777778,0.029116359
579,160.0692,295,0.469583333,0.028679463
580,160.3457,272,0.432222222,0.027540655
581,160.6222,279,0.443333333,0.027892817
582,160.8987,281,0.445833333,0.027994295
583,161.1752,260,0.413472222,0.026925466
584,161.4517,286,0.456805556,0.028234782
585,161.7282,270,0.425694444,0.027447692
586,162.0047,280,0.444166667,0.027944638
587,162.2812,318,0.505555556,0.029777985
588,162.5577,289,0.4575,0.028392504
589,162.8342,249,0.394583333,0.026353412
590,163.1107,270,0.427638889,0.027442772
591,163.3872,303,0.480138889,0.029070941
592,163.6637,279,0.444305556,0.027890397
593,163.9402,268,0.423333333,0.027343833
594,164.2167,288,0.456527778,0.028341842
595,164.4932,305,0.486666667,0.029158729
596,164.7697,278,0.442222222,0.027841593
597,165.0462,278,0.442916667,0.027839861
598,165.3227,270,0.427361111,0.027443474
599,165.5992,252,0.3975,0.026516504
600,165.8757,316,0.502222222,0.029684556
601,166.1522,274,0.434166667,0.027644821
602,166.4287,298,0.4775,0.028817353
603,166.7052,274,0.437777778,0.027635748
604,166.9817,322,0.514583333,0.029958498
605,167.2582,295,0.469305556,0.028680135
606,167.5347,259,0.409722222,0.026879217
607,167.8112,282,0.450138889,0.028037329
608,168.0877,305,0.48625,0.029159721
609,168.3642,265,0.419027778,0.027189252
610,168.6407,275,0.433888889,0.027699891
611,168.9172,258,0.409027778,0.026824979
612,169.1937,268,0.425972222,0.02733713
613,169.4702,266,0.422777778,0.027234974
614,169.7467,265,0.418194444,0.02719138
615,170.0232,299,0.478194444,0.028867848
616,170.2997,275,0.437916667,0.027689791
617,170.5762,285,0.453472222,0.028189655
618,170.8527,277,0.440555556,0.027791663
619,171.1292,278,0.440277778,0.027846443
620,171.4057,292,0.464722222,0.028533471
621,171.6822,279,0.447638889,0.027882096
622,171.9587,282,0.447638889,0.028043521
623,172.2352,305,0.486666667,0.029158729
624,172.5117,290,0.464583333,0.02842815
625,172.7882,297,0.476111111,0.028768446
626,173.0647,318,0.51125,0.029764702
627,173.3412,305,0.485833333,0.029160714
628,173.6177,262,0.416805556,0.027028434
629,173.8942,291,0.467916667,0.0284729
630,174.1707,318,0.506944444,0.029774746
631,174.4472,284,0.448611111,0.028148224
632,174.7237,307,0.490416667,0.029252849
633,175.0002,278,0.44125,0.027844018
634,175.2767,297,0.475138889,0.028770792
635,175.5532,315,0.504166667,0.029629268
636,175.8297,305,0.488472222,0.029154429
637,176.1062,276,0.439027778,0.027741295
638,176.3827,333,0.535555556,0.030458178
639,176.6592,303,0.48625,0.029056339
640,176.9357,290,0.464722222,0.028427811
641,177.2122,303,0.484027778,0.02906165
642,177.4887,328,0.528888889,0.03022549
643,177.7652,302,0.482083333,0.029014484
644,178.0417,334,0.537916667,0.030502163
645,178.3182,308,0.49375,0.029296339
646,178.5947,302,0.48375,0.029010495
647,178.8712,263,0.417916667,0.027081196
648,179.1477,306,0.492361111,0.029196744
649,179.4242,313,0.498472222,0.029540919
650,179.7007,319,0.514166667,0.029808416
651,179.9772,317,0.506666667,0.029724818
652,180.2537,300,0.480694444,0.028913918
653,180.5302,295,0.469722222,0.028679126
654,180.8067,279,0.445694444,0.027886938
655,181.0832,318,0.508194444,0.02977183
656,181.3597,301,0.483194444,0.028959915
657,181.6362,279,0.441944444,0.027896275
658,181.9127,295,0.47125,0.028675427
659,182.1892,290,0.464444444,0.028428489
660,182.4657,311,0.499444444,0.029436582
661,182.7422,302,0.483194444,0.029011824
662,183.0187,314,0.505833333,0.029574529
663,183.2952,305,0.487777778,0.029156083
664,183.5717,284,0.456111111,0.028129715
665,183.8482,270,0.431527778,0.027432929
666,184.1247,309,0.490833333,0.029354554
667,184.4012,319,0.512222222,0.029812946
668,184.6777,295,0.474861111,0.02866668
669,184.9542,309,0.495,0.029344695
670,185.2307,288,0.455833333,0.028343544
671,185.5072,327,0.526388889,0.030181422
672,185.7837,288,0.461666667,0.028329248
673,186.0602,313,0.496944444,0.02954451
674,186.3367,308,0.491805556,0.029300948
675,186.6132,292,0.464722222,0.028533471
676,186.8897,303,0.487777778,0.029052687
677,187.1662,301,0.480694444,0.02896591
678,187.4427,309,0.49875,0.029335819
679,187.7192,355,0.572222222,0.031445377
680,187.9957,366,0.590972222,0.031926625
681,188.2722,437,0.710277778,0.034876878
682,188.5487,563,0.919861111,0.03957846
